name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,source_file,file_type,tempmax,tempmin,feelslikemax,feelslikemin,precipcover,sunrise,sunset,moonphase,description
bhopal Madhya pradesh,2024-10-24 08:00:00,72.8,72.8,64.6,75.54,0.0,0,,0,0.0,8.3,5.6,358.0,1013.2,39.2,1.4,79.2,0.3,1,10.0,Partially cloudy,partly-cloudy-day,"42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 09:00:00,73.7,73.7,65.0,74.42,0.0,0,,0,0.0,10.3,5.8,21.4,1014.0,2.0,15.0,275.6,1.0,3,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 10:00:00,73.5,73.5,64.7,73.93,0.0,0,,0,0.0,13.4,7.2,24.8,1014.0,8.4,15.0,480.7,1.7,5,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 11:00:00,82.9,83.9,62.6,50.39,0.0,0,,0,0.0,16.8,10.3,1.0,1013.5,45.4,1.6,627.4,2.3,6,10.0,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 12:00:00,85.2,86.9,64.8,50.68,0.0,0,,0,0.0,17.2,8.3,10.2,1013.0,23.7,15.0,715.1,2.6,7,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 13:00:00,85.7,87.1,64.1,48.58,0.0,0,,0,0.0,19.7,9.2,358.5,1011.0,24.7,15.0,775.8,2.8,8,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 14:00:00,86.0,85.4,58.6,39.6,0.0,0,,0,0.0,21.0,9.2,340.0,1009.4,88.9,2.5,760.5,2.7,8,10.0,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 15:00:00,88.4,88.5,61.1,40.03,0.0,0,,0,0.0,21.5,10.5,355.3,1009.0,16.4,15.0,684.6,2.5,7,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 16:00:00,84.3,84.6,61.1,45.68,0.0,0,,0,0.0,21.5,10.3,357.4,1009.0,5.3,15.0,490.9,1.8,5,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 17:00:00,83.4,81.9,51.8,33.54,0.0,0,,0,0.0,20.1,4.6,320.0,1009.4,49.9,2.5,301.0,1.1,3,10.0,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 18:00:00,84.5,84.1,58.7,41.78,0.0,0,,0,0.0,15.7,6.3,343.7,1009.0,1.6,15.0,107.0,0.4,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 19:00:00,84.5,84.3,59.6,43.15,0.0,0,,0,0.0,10.7,6.5,341.7,1010.0,1.3,15.0,2.2,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 20:00:00,73.6,73.6,51.2,45.35,0.0,0,,0,0.0,10.5,3.4,15.0,1012.5,1.5,2.8,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 21:00:00,75.6,75.6,58.7,55.76,0.0,0,,0,0.0,10.7,6.3,354.5,1011.0,11.3,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 22:00:00,75.3,75.3,59.3,57.53,0.0,0,,0,0.0,10.7,6.3,0.7,1012.0,1.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-24 23:00:00,70.8,70.8,54.1,55.53,0.0,0,,0,0.0,10.1,3.4,340.0,1012.2,0.2,2.8,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 00:00:00,71.5,71.5,60.9,69.2,0.0,0,,0,0.0,9.4,4.7,10.0,1012.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 01:00:00,71.3,71.3,61.2,70.52,0.0,0,,0,0.0,8.3,4.5,13.8,1011.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 02:00:00,69.9,69.9,56.0,61.44,0.0,0,,0,0.0,7.2,3.4,360.0,1010.5,0.3,2.5,0.0,0.0,0,10.0,Clear,clear-night,42667099999,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 03:00:00,69.3,69.3,62.9,79.88,0.0,0,,0,0.0,6.9,4.5,11.3,1010.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 04:00:00,67.0,67.0,62.3,84.94,0.0,0,,0,0.0,6.7,4.0,13.7,1011.0,8.3,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 05:00:00,66.6,66.6,57.7,73.23,0.0,0,,0,0.0,6.7,2.2,360.0,1011.4,27.3,1.6,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 06:00:00,70.6,70.6,63.6,78.48,0.0,0,,0,0.0,6.9,4.3,358.0,1011.0,18.7,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 07:00:00,70.6,70.6,63.2,77.49,0.0,0,,0,0.0,7.8,4.7,358.3,1012.0,19.3,15.0,0.2,0.0,0,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 08:00:00,71.7,71.7,64.6,78.14,0.0,0,,0,0.0,10.3,4.6,338.0,1012.8,23.1,2.5,78.7,0.3,1,10.0,Partially cloudy,partly-cloudy-day,"42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 09:00:00,74.2,74.2,63.1,68.19,0.0,0,,0,0.0,12.3,6.3,2.4,1013.0,54.7,15.0,276.8,1.0,3,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 10:00:00,74.9,74.9,63.2,66.99,0.0,0,,0,0.0,14.8,7.2,14.4,1013.0,68.9,15.0,482.3,1.7,5,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 11:00:00,86.0,86.4,61.8,44.4,0.0,0,,0,0.0,18.3,9.1,360.0,1012.3,51.6,2.8,645.2,2.3,6,10.0,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 12:00:00,87.3,89.8,66.1,49.43,0.0,0,,0,0.0,18.8,8.3,18.8,1012.0,54.1,15.0,761.1,2.7,8,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 13:00:00,87.9,90.5,66.3,48.89,0.0,0,,0,0.0,18.3,8.3,17.3,1011.0,70.7,15.0,809.9,2.9,8,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 14:00:00,89.6,90.6,63.1,41.37,0.0,0,,0,0.0,18.3,9.1,1.0,1013.8,27.3,3.1,754.2,2.7,8,10.0,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 15:00:00,91.7,93.4,64.3,40.52,0.0,0,,0,0.0,18.1,8.5,20.1,1009.0,90.9,15.0,605.0,2.2,6,10.0,Overcast,cloudy,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 16:00:00,87.0,88.6,64.7,47.55,0.0,0,,0,0.0,17.2,8.9,26.2,1009.0,85.3,15.0,419.4,1.5,4,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 17:00:00,85.9,85.5,59.3,40.75,0.0,0,,0,0.0,15.4,2.2,55.0,1009.5,31.8,3.2,260.7,0.9,3,10.0,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 18:00:00,87.5,88.9,64.1,45.87,0.0,0,,0,0.0,11.6,4.9,4.9,1009.0,29.5,15.0,93.4,0.3,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 19:00:00,88.1,89.5,64.1,45.09,0.0,0,,0,0.0,9.6,5.6,4.4,1010.0,32.2,15.0,1.9,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 20:00:00,76.4,76.4,59.1,55.13,0.0,0,,0,0.0,10.7,5.8,355.0,1012.7,50.0,1.6,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 21:00:00,79.6,79.6,63.1,57.02,0.0,0,,0,0.0,11.4,5.8,19.9,1012.0,4.2,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 22:00:00,79.1,79.1,63.8,59.52,0.0,0,,0,0.0,11.4,5.8,24.8,1012.0,3.4,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-25 23:00:00,71.3,71.3,58.3,63.69,0.0,0,,0,0.0,11.0,4.7,340.0,1013.0,50.0,1.6,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 00:00:00,74.7,74.7,63.9,69.11,0.0,0,,0,0.0,10.1,4.7,19.7,1012.0,1.1,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 01:00:00,74.4,74.4,64.5,71.29,0.0,0,,0,0.0,8.1,4.7,15.9,1012.0,40.3,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 02:00:00,67.2,67.2,57.7,71.76,0.0,0,,0,0.0,7.6,2.2,340.0,1012.3,50.0,1.6,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 03:00:00,71.1,71.1,64.8,80.52,0.0,0,,0,0.0,7.6,4.7,13.2,1011.0,81.5,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 04:00:00,67.0,67.0,64.1,90.48,0.0,0,,0,0.0,7.6,4.5,16.9,1011.0,70.5,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 05:00:00,62.6,62.6,59.4,89.21,0.0,0,,0,0.0,7.4,0.0,0.0,1012.7,50.0,1.6,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 06:00:00,69.2,69.2,65.0,86.68,0.0,0,,0,0.0,6.9,4.0,4.7,1012.0,17.2,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 07:00:00,68.4,68.4,64.3,86.64,0.0,0,,0,0.0,7.2,4.7,0.1,1012.0,3.1,15.0,0.2,0.0,0,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 08:00:00,75.9,75.9,59.1,56.0,0.0,0,,0,0.0,7.2,0.0,0.0,1014.0,2.5,2.9,81.0,0.3,1,10.0,Clear,clear-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 09:00:00,72.9,72.9,64.1,73.88,0.0,0,,0,0.0,8.3,3.4,18.2,1014.0,16.3,15.0,284.4,1.0,3,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 10:00:00,74.0,74.0,62.7,67.74,0.0,0,,0,0.0,11.2,4.5,28.6,1014.0,35.6,15.0,494.3,1.8,5,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 11:00:00,87.8,86.1,55.5,33.41,0.0,0,,0,0.0,15.0,6.9,341.0,1012.4,10.0,3.1,665.5,2.4,7,10.0,Clear,clear-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 12:00:00,88.2,88.2,60.7,39.75,0.0,0,,0,0.0,17.0,7.4,22.3,1012.0,41.2,15.0,776.7,2.8,8,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 13:00:00,88.8,88.4,59.8,37.85,0.0,0,,0,0.0,17.2,7.6,15.5,1011.0,40.0,15.0,820.4,3.0,8,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 14:00:00,91.1,89.1,55.0,29.59,0.0,0,,0,0.0,17.4,13.8,340.0,1008.8,40.4,3.1,787.5,2.8,8,10.0,Partially cloudy,partly-cloudy-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 15:00:00,92.2,91.1,57.8,31.67,0.0,0,,0,0.0,18.3,8.9,8.9,1008.0,25.7,15.0,685.5,2.5,7,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 16:00:00,87.5,86.7,58.6,37.65,0.0,0,,0,0.0,18.3,9.2,8.3,1008.0,0.0,15.0,520.7,1.9,5,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 17:00:00,86.8,84.6,52.0,30.3,0.0,0,,0,0.0,17.7,6.8,341.0,1008.9,0.0,2.9,313.8,1.1,3,10.0,Clear,clear-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 18:00:00,86.3,85.6,58.7,39.45,0.0,0,,0,0.0,12.1,4.9,359.9,1009.0,0.0,15.0,104.4,0.4,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 19:00:00,86.6,86.1,59.3,39.76,0.0,0,,0,0.0,8.7,5.4,4.2,1009.0,1.3,15.0,1.7,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 20:00:00,78.9,78.9,52.2,39.49,0.0,0,,0,0.0,9.2,5.8,20.0,1011.5,0.0,1.6,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 21:00:00,77.1,77.1,58.2,52.14,0.0,0,,0,0.0,9.2,5.1,29.9,1011.0,6.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 22:00:00,76.7,76.7,58.7,53.79,0.0,0,,0,0.0,8.7,5.1,42.8,1011.0,15.9,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-26 23:00:00,71.0,71.0,61.1,70.93,0.0,0,,0,0.0,8.3,1.1,20.0,1010.4,36.1,1.2,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,42667099999,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 00:00:00,71.5,71.5,60.5,68.33,0.0,0,,0,0.0,7.6,4.9,81.8,1011.0,38.6,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 01:00:00,71.3,71.3,60.9,69.63,0.0,0,,0,0.0,7.8,4.9,105.8,1010.0,36.4,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 02:00:00,69.3,69.3,60.3,73.07,0.0,0,,0,0.0,6.9,4.9,117.5,1010.0,27.5,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 03:00:00,69.9,69.9,61.2,74.06,0.0,0,,0,0.0,6.9,5.1,114.9,1010.0,3.2,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 04:00:00,69.5,69.5,61.1,74.5,0.0,0,,0,0.0,6.3,4.9,96.0,1010.0,0.4,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 05:00:00,65.5,65.5,58.9,79.19,0.0,0,,0,0.0,4.5,1.1,320.0,1011.4,0.0,1.0,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 06:00:00,72.2,72.2,62.5,71.52,0.0,0,,0,0.0,2.7,2.0,42.3,1010.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 07:00:00,71.5,71.5,62.9,74.21,0.0,0,,0,0.0,2.2,2.2,2.3,1010.0,0.0,15.0,0.2,0.0,0,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 08:00:00,71.6,71.6,63.8,76.38,0.0,0,,0,0.0,3.6,1.1,199.0,1011.6,0.0,1.4,77.6,0.3,1,10.0,Clear,clear-day,"42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 09:00:00,73.7,73.7,63.1,69.44,0.0,0,,0,0.0,5.6,2.2,20.9,1012.0,0.0,15.0,276.9,1.0,3,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 10:00:00,74.4,74.4,63.2,68.21,0.0,0,,0,0.0,8.3,3.4,34.1,1012.0,0.0,15.0,484.5,1.7,5,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 11:00:00,87.8,86.3,56.2,34.36,0.0,0,,0,0.0,11.2,3.3,27.0,1010.4,0.0,2.8,654.9,2.4,7,10.0,Clear,clear-day,"VABP,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 12:00:00,87.5,88.2,62.5,43.34,0.0,0,,0,0.0,14.1,6.5,19.7,1011.0,0.0,15.0,766.9,2.8,8,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 13:00:00,87.9,88.2,61.8,41.77,0.0,0,,0,0.0,16.8,6.9,15.4,1009.0,0.0,15.0,812.2,2.9,8,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 14:00:00,91.5,88.6,50.9,25.15,0.0,0,,0,0.0,17.2,9.1,360.0,1005.0,0.0,2.5,780.8,2.8,8,10.0,Clear,clear-day,"42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 15:00:00,91.3,91.1,60.3,35.65,0.0,0,,0,0.0,17.4,7.8,12.5,1007.0,0.0,15.0,677.5,2.4,7,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 16:00:00,87.0,87.2,61.2,42.17,0.0,0,,0,0.0,17.4,8.3,14.2,1007.0,0.0,15.0,513.2,1.8,5,10.0,Clear,clear-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 17:00:00,86.7,85.7,57.3,36.93,0.0,0,,0,0.0,17.2,3.3,50.0,1007.4,0.8,2.9,307.9,1.1,3,10.0,Clear,clear-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 18:00:00,85.9,86.0,60.9,43.09,0.0,0,,0,0.0,13.2,4.5,11.5,1007.0,0.0,15.0,100.9,0.4,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 19:00:00,85.6,85.8,61.2,44.15,0.0,0,,0,0.0,7.6,5.1,17.8,1008.0,0.0,15.0,1.5,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 20:00:00,77.1,77.1,57.0,50.02,0.0,0,,0,0.0,9.2,4.7,15.0,1009.9,0.0,2.8,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 21:00:00,78.2,78.2,60.3,54.34,0.0,0,,0,0.0,11.2,7.4,38.1,1009.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 22:00:00,77.8,77.8,60.2,54.64,0.0,0,,0,0.0,11.9,7.2,46.9,1010.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-27 23:00:00,72.8,72.8,58.2,60.08,0.0,0,,0,0.0,11.2,4.7,291.0,1010.0,0.0,1.6,0.0,0.0,0,10.0,Clear,clear-night,"VABP,42667099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 00:00:00,74.0,74.0,62.9,68.17,0.0,0,,0,0.0,9.6,5.1,53.3,1010.0,0.0,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 01:00:00,73.1,73.1,63.4,71.61,0.0,0,,0,0.0,8.9,4.7,55.9,1009.0,1.2,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 02:00:00,70.1,70.1,59.1,68.17,0.0,0,,0,0.0,7.8,4.7,20.0,1007.2,1.4,1.2,0.0,0.0,0,10.0,Clear,clear-night,42667099999,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 03:00:00,70.8,70.8,65.2,82.54,0.0,0,,0,0.0,6.9,4.3,50.9,1008.0,1.4,15.0,0.0,0.0,0,10.0,Clear,clear-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 04:00:00,67.4,67.4,53.5,61.11,0.0,0,,0,0.0,3.1,3.1,44.8,1008.0,79.1,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 05:00:00,66.3,66.3,61.4,84.36,0.0,0,,0,0.0,3.1,4.7,20.0,1008.7,38.2,1.2,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,42667099999,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 06:00:00,67.0,67.0,53.5,61.88,0.0,0,,0,0.0,2.9,2.7,61.6,1009.0,61.8,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-night,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 07:00:00,66.6,66.6,53.7,63.07,0.0,0,,0,0.0,2.5,2.5,70.3,1010.0,79.4,15.0,0.0,0.0,0,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 08:00:00,76.2,76.2,66.7,72.45,0.0,0,,0,0.0,3.1,5.7,90.0,1010.9,78.9,2.5,78.0,0.3,1,10.0,Partially cloudy,partly-cloudy-day,"VABP,42672099999,42667099999,42763099999",Oct 2024.xlsx,.xlsx,,,,,,,,,
bhopal Madhya pradesh,2024-10-28 09:00:00,74.6,74.6,58.0,56.33,0.0,0,,0,0.0,6.5,4.9,100.3,1011.0,67.4,15.0,295.0,1.1,3,10.0,Partially cloudy,partly-cloudy-day,remote,Oct 2024.xlsx,.xlsx,,,,,,,,,
